"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2000","平成","12","1","14~15","国道の防災工事に係る岩盤(地山)掘削作業において、勾配73度の箇所で掘孔機のエアーホースの移動作業を行っていて、隣の親綱に移動しようとした被災者が80メートル下の地面に転落した。","3","建設業","301","土木工事業","30108","砂防工事業","50~99","7","環境等","71","環境等","711","地山、岩石","1","墜落、転落"
"2","2000","平成","12","1","8~9","木造平屋住宅新築工事現場において、雪除けの上屋にシートを掛ける作業中に木製の歩み板から約5.5m下の基礎のコンクリート床に墜落した。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","416","作業床、歩み板","1","墜落、転落"
"3","2000","平成","12","1","0~1","作業員が死亡した災害の現場検証が終了したので、屋根に置いたままにしてあったスノーダンプを取りに屋根に上り、歩いていたときに天窓を踏み抜き7.5m下の倉庫内のコンクリ床に墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"4","2000","平成","12","1","11~12","倉庫の屋根上の除雪作業が終わったので、他の5名は隣の屋根上に移動し、被災者は1人で、今まで使用していた親綱を撤去して小脇に抱えて屋根上を移動中に、天窓を踏み抜いて墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"5","2000","平成","12","1","7~8","駅前から中学校まで中学生2名をタクシーで送る途中、対向車線からはみ出してきた小型バス(個人所有)と正面衝突し、タクシー運転手が死亡し。(中学生2名のうち1名死亡、1名軽傷)","4","運輸交通業","402","道路旅客運送業","40201","ハイヤー・タクシー業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"6","2000","平成","12","2","9~10","車検のため持ち込まれた顧客の乗用車を移送するため片側1車線の国道を走行中、路面がアイスバーンのためスリップして対向車線にはみ出し、横向きのまま対向してきた2トントラックと衝突した。","8","商業","802","小売業","80204","燃料小売業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"7","2000","平成","12","2","7~8","工事請負契約前の調査のため乗用車で走行中、橋の上でスリップして対向車線にはみ出してきた11tトラックと正面衝突した。","3","建設業","302","建築工事業","30209","その他の建築工事業","100~299","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"8","2000","平成","12","2","9~10","電気工事に使用するバーナーを購入するため乗用車で走行中、飼料を運搬して道を横断しようとしたトラクターのバケットに衝突した。","3","建設業","303","その他の建設業","30301","電気通信工事業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"9","2000","平成","12","2","13~14","フィルタープレスのフィルター洗浄で、作業空間が狭いのでペンダントスイッチで機械を操作して作業を再開したところ、プレス工程が開始されていたため部材とプレス機の筐体に上半身を挟まれた。","1","製造業","117","その他の製造業","11703","クリーニング業","50~99","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"10","2000","平成","12","2","0~1","伐採木の搬出作業を行っていたブル・ドーザーのオペレーターが、かかり木の処理を行うために林の中に入れて機体を反転させて後退を始めたきに作業者をひいてしまった。","6","農林業","602","林業","60201","木材伐出業","10~29","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
