"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2002","平成","14","1","17~18","コンクリート2次製品(ケーブル用ボックス)の鋼製型枠調整のため、L型の側板(454キログラム)を取り外し仮置きしていたところ、側板が倒れ下敷きとなった。","1","製造業","112","金属製品製造業","11209","その他の金属製品製造業","1~9","3","その他の装置等","37","用具","379","その他の用具","7","はさまれ、巻き込まれ"
"2","2002","平成","14","11","1~2","走行中のタクシーが、橋上の凍結部分でスリップして歩道に乗り上げ、橋の欄干を突き破って約10m下の川(水深75センチメートル)に落下してタクシー運転手は溺死して乗客1名が外傷性ショックで死亡した。","4","運輸交通業","402","道路旅客運送業","40201","ハイヤー・タクシー業","300~499","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"3","2002","平成","14","1","1~2","走行中のタクシーが、橋上の凍結部分でスリップして歩道に乗り上げ、橋の欄干を突き破って約10m下の川(水深75センチメートル)に落下して乗客1名が外傷性ショックで死亡した。","1","製造業","107","印刷・製本業","10701","印刷業","1000~9999","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"4","2002","平成","14","1","12~13","埠頭にある船舶誘導用の導灯点検中、第2号導灯の不点灯があったので予備灯に切り換える作業を行い、車に乗り込んで後退させたときに誤って車ごと海中に転落し、約2キロメートル離れた岸壁で水死体で発見された。","5","貨物取扱業","502","港湾運送業","50202","港湾荷役業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","10","おぼれ"
"5","2002","平成","14","1","6~7","トラック運転手として、材木(輸入材の束、1束、長さ3.68mの板を96本、約1.1t)をトラックで運送し、搬入先の従業員が3段積みの荷をフォークリフトで持ち上げその下に台木を入れていたときに、3段のうち最上段のものが落下し下敷きになった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","222","フォークリフト","4","飛来、落下"
"6","2002","平成","14","1","19~20","出口の扉の補修作業を行って者が、何らかの理由でトランスミッションの歯車を焼き入れする侵炭炉に入って一酸化炭素中毒で死亡した。なお、救出しようとして炉内に入った同僚も倒れた。","1","製造業","115","輸送用機械等製造業","11502","自動車・同付属品製造業","1000~9999","5","物質、材料","51","危険物、有害物等","514","有害物","12","有害物等との接触"
"7","2002","平成","14","6","7~8","タンクローリー(牛乳16800L積載)を運転して高速道路の下り線を走行中、料金所手前の急な左カーブを曲がりきれずに道路右のガードレールに衝突して首などを強打した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"8","2002","平成","14","1","6~7","朝刊の配達を終えて販売店へバイクで戻る途中、道路脇の警戒標識の柱に激突した。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"9","2002","平成","14","1","4~5","3tトラックで高速道路を走行中、ガードレールに衝突して走行車線に止まっていた乗用車に接触したので、トラックを降りて乗用車の方へ歩いていたとき後続車にはねられた。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"10","2002","平成","14","1","8~9","工場内の除雪のため、車庫より除雪車両(RV車に除雪用ブレードを取付けた車)を出そうとしてドアを開けて車外からエンジンを駆けたところ、ギアが入っていたために車両が前進し、開けたドアが車庫の壁にぶつかってドアと車体の間に身体を挟まれた。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","100~299","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","7","はさまれ、巻き込まれ"
"11","2002","平成","14","1","10~11","4tトラックの荷台でコンクリート製のL字型側溝をドラグショベルで路上におろす作業中、側溝を吊った直後に地上にいた合図者がトラック運転者に前進させる合図を出してトラックが前進したため、バランスを崩して側溝とともに地上に墜落した。","3","建設業","301","土木工事業","30106","道路建設工事業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"12","2002","平成","14","1","16~17","地上約43mのサイロ上のコンベアー付近で集塵ダクトの取り替え工事中、コンベアー上に設けられた覆いの上からサイロの上まで約8.3m墜落した。","3","建設業","303","その他の建設業","30302","機械器具設置工事業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","224","コンベア","1","墜落、転落"
