"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2001","平成","13","1","13~14","製鋼工場において、スケールバッグ(鋳造工程で発生する鉄屑を回収する容器で空の重量約500キログラム)の取替作業で、クレーンを使用して満載になった容器を撤去し新たに空の容器を設置したが、定位置からずれていたので、再度吊り上げを行ったところ荷が横に揺れ、壁と荷(スケールバッグ)との間にはさまれたもの。","1","製造業","110","鉄鋼業","11001","製鉄・製鋼・圧延業","10~29","2","物上げ装置、運搬機械","21","動力クレーン等","211","クレーン","7","はさまれ、巻き込まれ"
"2","2001","平成","13","1","10~11","枯れた赤松を伐採するため、胸高直径約35センチメートルのものを伐倒をしていたところ、枯れていたために予定の伐倒方向からズレて付近の木の枝にかかり跳ね返ってきたため、伐倒木の直撃を受けその下敷きとなった。","6","農林業","602","林業","60209","その他の林業","50~99","7","環境等","71","環境等","712","立木等","6","激突され"
"3","2001","平成","13","1","8~9","ゴルフ場のコースの雪が早く溶けるようトラクターに乗り圧雪作業中に、スリップしたか曲がりきれなかったために機械とともに崖から約10m転落した。","14","接客娯楽業","1403","その他の接客娯楽業","140301","ゴルフ場","10~29","1","動力機械","16","一般動力機械","169","その他の一般動力機械","1","墜落、転落"
"4","2001","平成","13","1","10~11","溶接されたH鋼の製作時に発生するフランジのひずみを矯正する作業中に、次にセットする準備として立てかけてあったH鋼(重さ約3t)が倒れ矯正装置のローラー荷台との間に体をはさまれた。","1","製造業","112","金属製品製造業","11209","その他の金属製品製造業","10~29","5","物質、材料","52","材料","521","金属材料","5","崩壊、倒壊"
"5","2001","平成","13","1","16~17","採石場において、ドラグ・ショベル(機体質量35t)岩盤上に堆積した土砂を土場に落とす作業を行っていたときに、谷側の地盤が崩れ、機体とともに約70m下まで墜落した。","2","鉱業","202","土石採取業","20201","採石業","10~29","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","1","墜落、転落"
"6","2001","平成","13","1","17~18","H型鋼用ロールを製作するため、鋳鉄を溶解したもの(溶湯、温度1450°C、質量13.25t)を竪型遠心鋳造機に回転させながら流し込んだ後、数分後に上金型が浮き上がり同時に上カバーが持ち上がって溶湯が噴出し、飛び散った溶湯により火傷した。","1","製造業","110","鉄鋼業","11002","鋳物業","50~99","1","動力機械","16","一般動力機械","161","遠心機械","11","高温・低温の物との接触"
"7","2001","平成","13","1","17~18","H型鋼用ロールを製作するため、鋳鉄を溶解したもの(溶湯、温度1450°C、質量13.25t)を竪型遠心鋳造機に回転させながら流し込んだ後、数分後に上金型が浮き上がり同時に上カバーが持ち上がって溶湯が噴出し、飛び散った溶湯により火傷した。","1","製造業","110","鉄鋼業","11002","鋳物業","50~99","1","動力機械","16","一般動力機械","161","遠心機械","11","高温・低温の物との接触"
"8","2001","平成","13","1","17~18","H型鋼用ロールを製作するため、鋳鉄を溶解したもの(溶湯、温度1450°C、質量13.25t)を竪型遠心鋳造機に回転させながら流し込んだ後、数分後に上金型が浮き上がり同時に上カバーが持ち上がって溶湯が噴出し、飛び散った溶湯により火傷した。","1","製造業","110","鉄鋼業","11002","鋳物業","50~99","1","動力機械","16","一般動力機械","161","遠心機械","11","高温・低温の物との接触"
"9","2001","平成","13","1","17~18","H型鋼用ロールを製作するため、鋳鉄を溶解したもの(溶湯、温度1450°C、質量13.25t)を竪型遠心鋳造機に回転させながら流し込んだ後、数分後に上金型が浮き上がり同時に上カバーが持ち上がって溶湯が噴出し、飛び散った溶湯により火傷した。","1","製造業","110","鉄鋼業","11002","鋳物業","50~99","1","動力機械","16","一般動力機械","161","遠心機械","11","高温・低温の物との接触"
"10","2001","平成","13","1","10~11","LPGタンカーの建造現場において、補助エンジン台座(質量466キログラム)を船底から約4mの高さにある中段デッキに設置するため、ジブクレーンで台座を吊り上げ台座に取り付けていた介錯ロープを引っ張ってデッキに引き込もうとしたところ、玉掛ワイヤーロープが外れて台座とともに船底へ転落し、台座の下敷きになった。","1","製造業","115","輸送用機械等製造業","11501","造船業","1~9","3","その他の装置等","37","用具","372","玉掛用具","1","墜落、転落"
"11","2001","平成","13","1","0~1","生コンクリートを搬送するためコンクリートミキサー車で県道を走行中、道路右側のガードレールを突き破り約10m下の山林の斜面に転落した。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"12","2001","平成","13","1","14~15","切り倒しておいた松を林内作業車を用いて搬出作業をしていたときに、林道から沢に林内作業車ごと転落し、作業車の下敷きになった。","6","農林業","602","林業","60201","木材伐出業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","229","その他の動力運搬機","1","墜落、転落"
"13","2001","平成","13","1","15~16","フレキシブルコンテナに入れた麦ぬか(約500キログラム)をフォークリフトを用いて、トラックに積み込み中に、フォークリフトが横転し、運転者が頭部をへッドガードに挟まれた。","1","製造業","101","食料品製造業","10109","その他の食料品製造業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","222","フォークリフト","2","転倒"
"14","2001","平成","13","1","9~10","地すべり対策工事において、地山の水抜き管を布設するためのボーリング作業で、ボーリングロッド(直径45ミリメートル)にケーシングパイプを継ぎ足して穿孔していたところ、ボーリングロッドを挟んで回転しているチャックに緩み防止のために巻き付けていた番線(径3ミリメートル)が着ていた雨具に絡まり体が巻き込まれた。","3","建設業","301","土木工事業","30108","砂防工事業","1~9","1","動力機械","14","建設機械等","149","その他の建設機械等","7","はさまれ、巻き込まれ"
"15","2001","平成","13","1","7~8","大型タンクトレーラーで走行中、橋のアルミ欄干を突き破り約6.5m下の川に転落した。","4","運輸交通業","403","道路貨物運送業","40302","特定貨物自動車運送業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"16","2001","平成","13","1","9~10","墓石据え付け作業において、道路から2.65m下の霊園内に墓石運搬用のカートクレーン(重量1.1t)を降ろすため、積載型トラッククレーン(吊上げ荷重2.5t)で吊上げたときに、作業半径3.36mの地点で同トラッククレーンが転倒し、トラッククレーンとガードレールとの間に体を挟まれた。","1","製造業","109","窯業土石製品製造業","10909","その他の土石製品製造業","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","6","激突され"
"17","2001","平成","13","1","14~15","チョコレートを溶解するための攪拌装置付きタンクの上部蓋(直径40センチメートル)を開放して原料用チョコレートをタンク内へ投入しているときにタンク内に原料用チョコレート空ビニール袋が落ちたため、取り除こうとしてタンク内に上半身を入れて覗き込んでいたところ回転してきた攪拌用の羽根に巻き込まれ、タンクの上部蓋との間にはさまれた。","1","製造業","101","食料品製造業","10104","パン、菓子製造業","30~49","1","動力機械","16","一般動力機械","162","混合機、粉砕機","7","はさまれ、巻き込まれ"
"18","2001","平成","13","1","17~18","工事終了後、道路上において前日の雨で資材置場から流れ出た土砂を清掃しているときに、乗用車にはねられた。","3","建設業","301","土木工事業","30110","上下水道工事業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"19","2001","平成","13","1","23~24","道路舗装修繕工事において、アスファルト張り替えのための路面切削後の状況を計測していたところ、切削ガラの積込のため、同じ路面上を後進してきた10tトラックにひかれた。","3","建設業","301","土木工事業","30106","道路建設工事業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","7","はさまれ、巻き込まれ"
"20","2001","平成","13","1","13~14","工事の打合せを行うため寮から自家用車で支店に向かって走行中、交差点で左にカーブしたときに車がスリップして対向のトラックと衝突した。","3","建設業","302","建築工事業","30209","その他の建築工事業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"21","2001","平成","13","1","16~17","冷間圧延機のブライドルロール(圧延されるアルミ板の張力を調整するロール)をアルコールを浸したさらしで拭く作業を行っていたときに、右手が右肩まで巻込まれた。","1","製造業","111","非鉄金属製造業","11101","非鉄金属精錬・圧延業","1000~9999","1","動力機械","16","一般動力機械","163","ロール機（印刷ロール機を除く。）","7","はさまれ、巻き込まれ"
"22","2001","平成","13","1","14~15","生コンの砂利、砂を再生するために分離する円筒状の機械で、付着したコンクリートを筒の内側からはつるため中に入ろうとしたときに、起動ボタンに触れたため筒が回転し身体を挟まれた。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","30~49","1","動力機械","16","一般動力機械","161","遠心機械","7","はさまれ、巻き込まれ"
"23","2001","平成","13","1","8~9","間伐作業現場に到着したが、積雪のため作業にならないので、乗用車で事務所へ戻る途中、対向車線にはみ出し対向車と正面衝突した。","6","農林業","602","林業","60209","その他の林業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"24","2001","平成","13","1","11~12","くい打機の掘削用オーガーで穴(径0.6m、深さ9m)を掘削しその穴に仮置きしていた杭(質量約2.5t)を打ち込むためくい打機で引張り込んでいたところ、くい打機の履帯の一部が敷鉄板から外れていたためくい打機が傾きはじめ、危険を感じて運転席から外へ出たが間に合わずに下敷きになった。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","1","動力機械","14","建設機械等","143","基礎工事用機械","2","転倒"
"25","2001","平成","13","1","9~10","ブロック成型工程の最終ラインに設置のローダー付ラック供給装置(製品を鋼製パレット上に並べ搬送する自動装置)の故障の修理作業が終了したので、ライン全体を復帰させたがブロック成型機本体が稼働しないため、成型機辺りを点検したときに、成型機の下部のエレベーター式脱型枠と装置枠との間に頭部を挟まれた。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","10~29","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"26","2001","平成","13","1","11~12","熱延工場酸洗棟の屋根上においてスレートのフックボルトの取り替え作業中に、スレートを踏み抜き工場内に墜落(約15m)した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"27","2001","平成","13","1","13~14","自動車道工事現場において、ブル・ドーザーの上部ローラーの交換を行い、ブル・ドーザーの運転席から降りるときに転落し後頭部を強打した。","3","建設業","301","土木工事業","30105","橋梁建設工事業","1~9","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","1","墜落、転落"
"28","2001","平成","13","1","6~7","新聞配達で国道を歩行中、軽乗用車にひかれた。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"29","2001","平成","13","1","16~17","厨房の天井から突き出している出窓の清掃作業中に、はしご(約4m)から足を踏み外して転落し、床・テーブルなどに頭、胸、腰などを強打した。","14","接客娯楽業","1402","飲食店","140201","一般飲食店","1~9","3","その他の装置等","37","用具","371","はしご等","1","墜落、転落"
"30","2001","平成","13","1","14~15","型枠大工が10.5m下のコンクリート法面に足場板(鋼製180センチメートル×40センチメートル)とともに墜落し、バウンドしてさらに5m下の川で発見された。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"31","2001","平成","13","1","15~16","同僚が運転する軽乗用車の助手席に乗って走行中、センターラインを越えて10tトラックと正面衝突した。","1","製造業","107","印刷・製本業","10701","印刷業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"32","2001","平成","13","1","9~10","海砂を貯蔵しているヤードにおいて、機械を作動させても砂が凍って投入ゲートに落ちていかなかったため、ゲートの下方から砂をつつき流し出そうとしていたときに海砂が落下して生き埋めになった。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","10~29","5","物質、材料","52","材料","523","石、砂、砂利","1","墜落、転落"
"33","2001","平成","13","1","14~15","橋脚設置のための作業構台の組立で、クローラクレーンとバイブロを使用して”とんぼ”と称するT字型鋼材を引き抜いたのち、幅40センチメートルのH鋼の上からクレーン運転者に合図を送っていて約4m下の川に転落した。","3","建設業","301","土木工事業","30105","橋梁建設工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","416","作業床、歩み板","1","墜落、転落"
"34","2001","平成","13","1","13~14","国道の法面補強工事を行うため法面側の車線を交通止めにし、同僚と工事現場の両側に立って車両の交通誘導を行っていたときに、走行してきた貨物自動車が誘導・車線変更の掲示板に気付かずバリゲート・誘導表を跳ね飛ばした。","17","その他の事業","1702","その他の事業","170201","警備業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"35","2001","平成","13","1","13~14","鉄筋コンクリート5階建建築工事において、枠組み足場8層目の作業床の清掃中に、散在していた型枠の組立用金具を手に持って移動していたところ、5階部分の型枠を固定するパイプサポートが作業床上(高さ約15センチメートル)を横断していたためこれに躓いて転倒し、さらに筋交いの隙間から12.7m下の地面に墜落した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"36","2001","平成","13","1","2~3","4tトラックで荷物を積み走行中、右側より直進してきた乗用車と衝突して、左前方中央分離帯コンクリートに激突してその反動で右退出路を乗り越えて約10m下の地下道に落下した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"37","2001","平成","13","1","11~12","運搬船のハッチから原木丸太の荷降ろし作業を行おうとしたところ、船の揚貨装置がグラブバケットのためハッチ壁際の原木に玉掛できないので、バケットと原木端部にワイヤーをかけてハッチ中央部に原木を引っ張り出そうとしたところ、原木に掛けたワイヤーが外れてハッチ奥の原木が転がってきて当たった。","5","貨物取扱業","502","港湾運送業","50202","港湾荷役業","1~9","3","その他の装置等","37","用具","372","玉掛用具","5","崩壊、倒壊"
"38","2001","平成","13","1","13~14","工場の塔屋の鉄骨組立作業で、柱部材2組と屋根部材を接合するためフォークリフトに立てかけた柱に登りボルトの仮締め作業を行っていたところ、クレーンで吊っていた反対側の柱を右旋回させたため部材が屋根部材に当たった反動でもう一方の柱が倒壊し柱の下敷きになった。","3","建設業","303","その他の建設業","30309","その他の建設業－その他","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","5","崩壊、倒壊"
"39","2001","平成","13","1","14~15","工場併設の休憩室の屋根の除雪作業が終了したので降りるため梯子に足を掛けたところ、梯子底部の路面が氷状態であったため脚部が滑り約2.8m下へ墜落した。","1","製造業","101","食料品製造業","10102","水産食料品製造業","50~99","3","その他の装置等","37","用具","371","はしご等","1","墜落、転落"
"40","2001","平成","13","1","0~1","原木の皮むき作業を終了したリングバーカー(皮むき機)の清掃作業を同僚と二人で行っていたときに、原木入口側のローラー(原木送給押え用)とチェーンに挟まれた。","1","製造業","104","木材・木製品製造業","10401","製材業","10~29","1","動力機械","13","木材加工用機械","139","その他の木材加工用機械","7","はさまれ、巻き込まれ"
"41","2001","平成","13","1","16~17","配達先のサイロに飼料を投入する作業を行っているときに、サイロの設置面より1.2m下の道路に墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","416","作業床、歩み板","1","墜落、転落"
"42","2001","平成","13","1","10~11","ガソリンスタンドの高さ5.7mに位置する車寄せ屋根の除雪作業を行っていて、屋根にあった開口部(明り採り)が積雪のため気がつかず、開口部から墜落した。","3","建設業","302","建築工事業","30209","その他の建築工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"43","2001","平成","13","1","15~16","立木の伐採作業で、ナラの木(樹高19m)を伐倒したところ、伐倒木の枝が2m離れたトド松に当たって折れ頭部を直撃した。","6","農林業","602","林業","60201","木材伐出業","10~29","7","環境等","71","環境等","712","立木等","4","飛来、落下"
"44","2001","平成","13","1","13~14","燃料ボンベ置場において、棚から空ボンベを地面に降ろす際に、フォークリフトが後進たためフォークリフトとボンベ置場の棚との間に挟まれた。","1","製造業","101","食料品製造業","10105","酒類製造業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","222","フォークリフト","6","激突され"
"45","2001","平成","13","1","21~22","工場が火災になったので、消防隊員に一旦制止されたが、中に入って選別包装工場2階階段付近で焼死した。","1","製造業","101","食料品製造業","10102","水産食料品製造業","100~299","9","その他","99","分類不能","999","分類不能","16","火災"
"46","2001","平成","13","1","11~12","地下横断道の築造のため型枠材を地上の小型移動式クレーン(トラック積載型)で開削した溝の(約6m)の定盤上に降していたところ、クレーン車が横転したため、クレーンの助手席の扉部分と手すりとの間にはさまれた。","3","建設業","301","土木工事業","30106","道路建設工事業","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","7","はさまれ、巻き込まれ"
"47","2001","平成","13","1","13~14","送電線直下の支障木の伐採作業で、伐採した木(直径30センチメートル)が退避した方向に転がってきたため、既に伐採されていた木との間に足を挟まれ両下腿を骨折した。","6","農林業","602","林業","60201","木材伐出業","30~49","7","環境等","71","環境等","712","立木等","4","飛来、落下"
"48","2001","平成","13","1","3~4","化学品の工場において、パール化剤用自動袋詰装置の点検作業中に、台車と袋詰装置のフレームとの間に、肩及び頭部をはさまれた。","1","製造業","108","化学工業","10801","無機・有機化学工業製品製造業","100~299","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"49","2001","平成","13","1","16~17","農業集落排水管路工事において、同僚と道路上で測量作業中に、バックしてきた4tダンプトラックの後輪にひかれた。","3","建設業","301","土木工事業","30110","上下水道工事業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","7","はさまれ、巻き込まれ"
"50","2001","平成","13","1","11~12","倉庫出入口のオーバースライダー(高さ4.7m、横5.1m)が上がらなくなったので、壁を昇って不具合を直して降りるためスライダーの上部を移動しているときにコンクリートの床面に墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","1","墜落、転落"
"51","2001","平成","13","1","11~12","病院建屋(鉄筋コンクリート造、4階建)の屋上に設置されている空調屋外機の修理作業のため屋上に上っていて、屋上の端から墜落した。","1","製造業","117","その他の製造業","11702","機械修理業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","417","通路","1","墜落、転落"
"52","2001","平成","13","1","21~22","プレスの金型(重さ約500キログラム)を台車(高さ約160センチメートル)に乗せ、同僚と台車を移動させようとしたときに、金型が腰部に滑り落ちその下敷きとなった。","1","製造業","108","化学工業","10805","プラスチック製品製造業","30~49","3","その他の装置等","36","人力機械工具等","362","人力運搬機","4","飛来、落下"
"53","2001","平成","13","1","8~9","伐採現場で、当日の作業の説明をしようとしたところ、1人の姿が見えないので周囲を探したところ、林道脇の崖下約100mのところに倒れていた。","6","農林業","602","林業","60209","その他の林業","1~9","9","その他","92","起因物なし","921","起因物なし","1","墜落、転落"
"54","2001","平成","13","1","6~7","荷を積込んだ4tトラックで国道を走行中、道路左側の空地から右折するために国道に出て道路をふさいでいたトレーラーに衝突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"55","2001","平成","13","1","14~15","道路改良工事において、ガラ(コンクリート廃材)を2tトラックに積込んで荷台にシートをかけ運転席に向かっていたときに、右旋回してきたドラグショベルとトラックとの間に挟まれた。","3","建設業","301","土木工事業","30106","道路建設工事業","1~9","1","動力機械","14","建設機械等","142","掘削用機械","7","はさまれ、巻き込まれ"
"56","2001","平成","13","1","8~9","シアン化水素を発生させる釜の内壁を補修した状況を確認するため、釜の中に入ったところ倒れた。","1","製造業","108","化学工業","10803","医薬品製造業","100~299","5","物質、材料","51","危険物、有害物等","514","有害物","12","有害物等との接触"
"57","2001","平成","13","1","3~4","薬剤を散布するため作業車で走行中、のため低速走行をいていたところ、4台の貨物自動車の追突事故に巻き込まれた。","1","製造業","104","木材・木製品製造業","10402","合板製造業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"58","2001","平成","13","1","7~8","前日までに伐倒したトドマツの伐倒木をブルドーザーで集材するため、牽引用ワイヤーロープをウインチから引き出そうとしたが重くて引き出せなかったので、ウインチを動かすため重機運転手が運転席に乗らずにエンジンをかけたところブルが後進し、ブルの後方に居た集材夫がひかれた。","6","農林業","602","林業","60201","木材伐出業","1~9","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
"59","2001","平成","13","1","2~3","荷物を積み、大型トラック(10t)で自動車道を走行中、運転を誤ってガードレールを破り約10m下の川に転落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"60","2001","平成","13","1","8~9","プラント外壁の塗装用足場の解体作業中に、プラント西面の鋼管足場(24m)から地上3、8mにある配管の上に墜落した。","3","建設業","302","建築工事業","30209","その他の建築工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"61","2001","平成","13","1","22~23","BOD曝気槽(工場から出る汚水をバクテリアで分解する槽)の巡視で、曝気槽の通路を通行中に槽内へ転落した。","1","製造業","108","化学工業","10802","化学繊維製造業","100~299","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","10","おぼれ"
"62","2001","平成","13","1","9~10","枕木調査(目視)を行うため3人で軌道内に入って上り電車線の調査を開始したときに、現場を通過する上り快速電車に接触した。","4","運輸交通業","401","鉄道・軌道・水運・航空業","40101","鉄道・軌道業","10~29","2","物上げ装置、運搬機械","23","乗物","232","鉄道車両","6","激突され"
"63","2001","平成","13","1","11~12","工場構内の、排水管(径70センチメートル)を取替えるため排水管を移動式クレーンで吊りながら溶断していたところ、排水管のL部が支持していた架台にひっかかったので直そうとしていたときに、突然、架台から外れたためその反動で排水管(2.7t)が揺られクレーンの合図者が排水管と既設の排水管との間に挟まれた。","3","建設業","303","その他の建設業","30302","機械器具設置工事業","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","6","激突され"
"64","2001","平成","13","1","23~24","鋼材を積んで大型トレーラーで、国道を走行中、緩い左カーブを直進する形でガードパイプ2か所を突き破り、トレーラーごと約25m下の河原に転落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"65","2001","平成","13","1","14~15","鉄骨2階建工場の2階部分で粉体塗装作業を行っていたときに火災が発生し、3名が焼死した。なお、2階部分には、焼付炉及び乾燥設備の熱風発生装置などがあった。","1","製造業","117","その他の製造業","11709","その他の製造業－その他","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","16","火災"
"66","2001","平成","13","1","14~15","鉄骨2階建工場の2階部分で粉体塗装作業を行っていたときに火災が発生し、3名が焼死した。なお、2階部分には、焼付炉及び乾燥設備の熱風発生装置などがあった。","1","製造業","117","その他の製造業","11709","その他の製造業－その他","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","16","火災"
"67","2001","平成","13","1","14~15","鉄骨2階建工場の2階部分で粉体塗装作業を行っていたときに火災が発生し、3名が焼死した。なお、2階部分には、焼付炉及び乾燥設備の熱風発生装置などがあった。","1","製造業","117","その他の製造業","11709","その他の製造業－その他","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","16","火災"
"68","2001","平成","13","1","14~15","高さ20mのクライミングクレーンの頂部でリミッター装置の調整を行っていて、安全帯の小綱がジブの起伏ワイヤードラムに巻込まれたため腹部を圧迫された。","3","建設業","302","建築工事業","30209","その他の建築工事業","30~49","2","物上げ装置、運搬機械","21","動力クレーン等","211","クレーン","7","はさまれ、巻き込まれ"
"69","2001","平成","13","1","5~6","白菜の収穫に行くため会社の乗用車で走行中、雪で凍結した路面でタイヤが滑り、半回転して助手席のドア部分が反対側車線のガイドロープの支柱に激突した。(助手席の者が死亡、運転者と後部座席の2名が軽傷)","8","商業","802","小売業","80209","その他の小売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
