"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2010","平成","22","1","3~4","被災者は新聞配達先に向かうため軽乗用車で町道を運転していたところ、右側から来た大型トラックと衝突したもの。被災者は全身を強く打ち外傷性ショックで死亡した。現場は町道と道道が交わる丁字形の交差点で信号機はなく、被災者の側に一時停止の標識があった。当時路面は凍結していた。被災者が、一時停止の標識を見落としたか、スリップして止まりきれなかったとみられる。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"2","2010","平成","22","1","4~5","委託された除雪に使用するためのタイヤショベルの右前輪が、空気が抜けてパンクしたような状態であったため、事業場にあったエアーコンプレッサーにより空気をタイヤに充填中に当該タイヤが破裂し、その衝撃により死亡したもの。他に修理業者の従業員がそばにいて被災したが、軽傷である。","3","建設業","301","土木工事業","30199","その他の土木工事業","10~29","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","15","破裂"
"3","2010","平成","22","1","0~1","被災者は、麦乾燥調製工場に勤務し、麦乾燥・調製貯留施設運営管理、製品管理、集荷、販売、清算事務に1人で従事してしていた。繁忙期の4カ月間(前年の夏から秋)、月平均100時間以上の時間外労働があり恒常的な長時間労働により「うつ病」を発症し休業していたが、自分の自動車内で練炭を焚き一酸化炭素中毒で死亡(自殺)し、業務上災害に認定された。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","1~9","9","その他","92","起因物なし","921","起因物なし","90","その他"
"4","2010","平成","22","1","4~5","被災者は新聞配達中、2階建アパート屋外階段付近の1階コンクリート床面に意識のない状態で仰向けに倒れているところを付近住民に発見された。入院加療中のところ、頭部負傷のため4日後に死亡した。発見時の状況と負傷状態から階段を昇降中に誤って転落したとみられる。","8","商業","802","小売業","80205","新聞販売業","50~99","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"5","2010","平成","22","1","8~9","トラクターショベルを用いて事業場敷地内の除雪作業中、同僚に声をかけられキャビンから身を乗り出した際、アーム上昇ペダルを踏み込んでしまい、上昇したアームとキャビンフレームの間に首を挟まれ、死亡した。","12","教育・研究業","1201","教育・研究業","120102","ソフトウェア業","100~299","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
"6","2010","平成","22","1","4~5","県道にてバイク(50cc)を使用して新聞配達していたところ、普通乗用車に追突された。普通乗用車は走り去った。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"7","2010","平成","22","1","4~5","自転車で新聞配達をしていた被災者が、交差点を横断していたところ、ワンボックスカーにはねられ全身を強く打ち、死亡したもの。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"8","2010","平成","22","1","9~10","トレーラーの荷台に鉄骨加工品(ビルの柱、1本500キログラム)を19本載せ、内5本を被災者を含む2名でワイヤーロープにて束ねていたところ崩壊し、荷台から5本とも落下した。被災者は鉄骨加工品が落下する前に自ら飛び降りたが逃げ切れず、トレーラー横に仮置きされた鉄骨加工品と落下した鉄骨加工品の間に頭部を挟まれ死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","5","物質、材料","52","材料","521","金属材料","5","崩壊、倒壊"
"9","2010","平成","22","1","9~10","年末大掃除でやり残した箇所を単独で清掃していた際に、はしごから床面に墜落し死亡した。災害発生現場の痕跡等から判断すると、被災者は、はしごの9段目前後の踏み面を作業床とし、同工場の東壁面の高さ3.81mの位置に取り付けられた突起物(16センチメートル角、L850センチメートル)の上面に積もったほこりの除去作業中に墜落したものと推定される。9段目の踏み面の高さは床面から2.78mであった。安全な作業床の設置又は安全帯使用等の墜落防止措置が講じられていなかった。","1","製造業","101","食料品製造業","10109","その他の食料品製造業","10~29","3","その他の装置等","37","用具","371","はしご等","1","墜落、転落"
"10","2010","平成","22","1","9~10","移動式クレーン(最大つり上げ荷重25t)にて、1階部分梁の型枠(全長960センチメートル、幅80センチメートル、高さ80センチメートル、推定荷重440キログラム)を作業半径33mの据付位置へ移動させるため起伏操作を行ったところ、能力を超えて荷を吊るために過負荷防止装置を切って作業を行ったため、起伏操作によりブームを倒すことで過負荷状態となった。このため、移動式クレーンが転倒し、荷の据付場所付近にいた被災者の頭部にジブが激突し被災したもの。被災者は、病院で死亡が確認された。","3","建設業","302","建築工事業","30209","その他の建築工事業","10~29","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","6","激突され"
"11","2010","平成","22","1","9~10","被災者は、可搬式エンジンカッター(研削盤)を使用して、U字型溝(コンクリート製、長さ2m、幅86センチメートル、厚さ最大約14センチメートル)を所定の長さに切断作業中、しゃがんだ状態でカッターの刃を上向きにして切断を行ったところ、刃が反発して跳ね返り、被災者の首に当たったもの。","3","建設業","301","土木工事業","30106","道路建設工事業","10~29","1","動力機械","16","一般動力機械","169","その他の一般動力機械","8","切れ、こすれ"
"12","2010","平成","22","1","13~14","被災者は大学附属の日本語学校の警備員であるが、精神的に緊張が伴う業務に従事し、また発症前の6か月平均で月80時間を超える時間外労働が認められ、長期間の過重業務により、心臓疾患を再発症し死亡した。","17","その他の事業","1702","その他の事業","170201","警備業","100~299","9","その他","92","起因物なし","921","起因物なし","90","その他"
"13","2010","平成","22","1","17~18","4tトラックの荷台に型枠支保工の材料を高さ約3m積み、トラック荷台後部から資材がはみ出したのではみ出した部分に赤い布を取り付けるため、暗闇の中、荷の上に乗り取り付け作業中、墜落したもの。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"14","2010","平成","22","1","18~19","建築物用のH鋼柱(長さ約8m、重量約3.5t)製作作業において、被災者が鋼板の溶接作業をしようとH鋼柱を横にして2台の架台(高さ1.2m)の上に載せ、H鋼柱の仕口(梁を取り付けるために張り出した部分)に手を掛け乗ろうとしたところ、被災者側にH鋼柱が倒れ、その部材の一部が頭部及び腰部に強く当たり死亡した。もう1人の被災者は既にH鋼柱に乗っており、倒れるときに飛び降りて両足を骨折した。架台の上に置いたH鋼柱に転倒の防止措置をしていなかった。","1","製造業","112","金属製品製造業","11209","その他の金属製品製造業","50~99","5","物質、材料","52","材料","521","金属材料","5","崩壊、倒壊"
"15","2010","平成","22","1","23~24","被災者は製造課に所属し、機械オペレーターとして業務に従事していた。3カ月前に断り続けていたグループリーダーに昇格したが、昼夜を問わずの対応、上司からの説教等強い心理的負荷により、焼身自殺を謀り、死亡したもの。","1","製造業","114","電気機械器具製造業","11403","電子機器用・通信機器用部品製造業","100~299","9","その他","92","起因物なし","921","起因物なし","90","その他"
"16","2010","平成","22","1","4~5","大型トラックで左カーブを走行中、中央分離帯を乗越え対向車線に進入したため、対向車線を走行してきた大型ダンプと乗用車に接触後、衝撃で車外に転落し全身を強く打ち死亡したもの。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"17","2010","平成","22","1","7~8","RC造5階建ての共同住宅新築工事現場において、元請の職員が屋上のパラペットから約15m下の地面に墜落したもの。当日は関係会社が実施する建物検査が予定され、被災者はその準備のため、竣工した建物の点検・清掃業務を行っていたものと思われる。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","1","墜落、転落"
