"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2004","平成","16","1","23~24","冷凍車で国道を走行中、他の大型トラックと正面衝突し、双方の車両の運転者が死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"2","2004","平成","16","2","9~10","リフトの滑車塔に登り除雪作業を行っていたところ、滑車に巻き込まれた。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","100~299","2","物上げ装置、運搬機械","22","動力運搬機","229","その他の動力運搬機","7","はさまれ、巻き込まれ"
"3","2004","平成","16","2","10~11","宿泊先のホテルから健診会場に徒歩で向かっていたところ、国道と町道との交差点で、右折したダンプトラックにひかれた。","13","保健・衛生業","1301","医療保健業","130109","その他の医療保健業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"4","2004","平成","16","4","9~10","木造住宅の修繕工事現場において、外壁に立て掛けた長さ約4mのはしご上で、煙突と外壁の隙間にできた鳥の巣の穴を塞ぐ作業中、はしごが倒れ、3m下の地上に墜落した。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","1~9","3","その他の装置等","37","用具","371","はしご等","1","墜落、転落"
"5","2004","平成","16","5","11~12","一般住宅新築工事現場内において、建設物2階のユニットバス設置予定部分の開口部から1階床部に墜落した。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","414","開口部","1","墜落、転落"
"6","2004","平成","16","6","4~5","出張先から、仕事を終え車で帰社途中、対向車線を越えてきた対向車と正面衝突した。","9","金融・広告業","902","広告・あっせん業","90209","その他の広告・あっせん業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"7","2004","平成","16","6","4~5","出張先から、仕事を終え車で帰社途中、対向車線を越えてきた対向車と正面衝突した。","9","金融・広告業","902","広告・あっせん業","90209","その他の広告・あっせん業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"8","2004","平成","16","9","19~20","トレーラーで農産物を運搬中、カーブを曲がりきれず、5m下の畑に転落して死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"9","2004","平成","16","9","0~1","単独で野菜を運搬するため、緩い右カープの道路を大型トレーラーで走行中、道路わきのガードレールに接触後、車両感知器の支柱に衝突し炎上した。現場は緩い右カーブであった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"10","2004","平成","16","8","13~14","ガソリンスタンド解体工事において、地下にあるガソリンタンクを洗浄するため残留ガソリンを抜き、中和剤の散布および換気をした後、タンク内に入り清掃作業を開始したところ、突然爆発した。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","30~49","3","その他の装置等","32","化学設備","321","化学設備","14","爆発"
"11","2004","平成","16","10","10~11","紙箱を製作する工場において、打抜機を用いて板紙の打ち抜き作業を行っていたところブレーキがきかず打抜機の面板に挟まれた。","1","製造業","106","パルプ・紙・紙加工品製造業","10602","紙加工品製造業","10~29","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"12","2004","平成","16","10","18~19","トレーラーを運転中、国道の左カーブを曲がりきれずに道路右側へ逸脱横転し、その反動で車外へ放り出され車の下敷きになった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
