"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","1991","平成","3","1","5~6","ビルの管理人室内において、暖房用に使用していた電気ストーブが点火源となり寝具が不完全燃焼し、一酸化炭素中毒になった。","17","その他の事業","","","","","1~9","5","物質、材料","51","危険物、有害物等","","","12","有害物等との接触"
"2","1991","平成","3","1","22~23","高速道路の出口料金所に障害者手帳を忘れた運転者が、入口料金所に来て手帳を受け取りたい旨申し出があったので、出口料金所から本線へ出て入口料金所に行こうとしたとき車にはねられた。","17","その他の事業","","","","","100~299","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"3","1991","平成","3","1","13~14","バイクで出張中、交差点で大型バイクと衝突した。","14","接客娯楽業","","","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"4","1991","平成","3","1","10~11","古いコンクリート製電柱の撤去作業において、トラッククレーンで撤去した電柱を移動中、介しゃくロープを持っていた被災者に、立木で振れた電柱が激突した。","3","建設業","303","その他の建設業","","","10~29","2","物上げ装置、運搬機械","21","動力クレーン等","","","6","激突され"
"5","1991","平成","3","1","10~11","製品置場において、工場から運ばれた製品(ヒューム管)の受け入れ作業中、方向転換のため後退してきた4tトラックにひかれた。","1","製造業","109","窯業土石製品製造業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"6","1991","平成","3","1","11~12","トレーラーで鉄骨を運搬の途中、国道の非常駐車帯にトレーラーを停め、車から降りたところ、後方から走行してきた乗用車にはねられた。","4","運輸交通業","403","道路貨物運送業","","","100~299","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"7","1991","平成","3","1","15~16","機械集材装置で伐採した杉材をつり上げ移動させようとしたところ、杉材が折れ退避していた被災者の頭部に落下した。","6","農林業","601","農業","","","1~9","5","物質、材料","52","材料","","","4","飛来、落下"
"8","1991","平成","3","1","9~10","硅石採石場構内においてダンプトラックを運転中、運転を誤り地山に激突した。","2","鉱業","203","その他の鉱業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","3","激突"
"9","1991","平成","3","1","10~11","物流倉庫内の商品棚から商品を取り出そうとフォークリフト(最大荷重0.5t、オーダピッキングトラック型)の爪部に取り付けられたパレットに乗り、高さ約2m程パレットを上げた位置で作業中、パレットから落下した。","1","製造業","102","繊維工業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","1","墜落、転落"
"10","1991","平成","3","1","13~14","道路舗装工事現場においてタイヤショベルを運転し、ダンプに積まれたアスファルトを降ろす作業中、方向転換した際右後輪が路肩より外れショベルとともに約18m転落した。","3","建設業","301","土木工事業","","","10~29","1","動力機械","14","建設機械等","","","1","墜落、転落"
"11","1991","平成","3","1","14~15","函渠工の側面型わく組立中、うま(高さ約1.7m)から地上に転落した。","3","建設業","301","土木工事業","","","1~9","3","その他の装置等","37","用具","","","1","墜落、転落"
"12","1991","平成","3","1","16~17","高速自動車道工事でボックスカルバート設置のための張出し足場上の単管パイプ上を移動中、足を滑らせ5.9m下のベースコンクリート上に墜落した。","3","建設業","301","土木工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"13","1991","平成","3","1","8~9","アスファルトプラントの操作室にあった玉掛用ワイヤロープを高さ3.4m下の地面へ投げおろした際、体のバランスを崩し、手すりに寄りかかったが手すりが外れ、手すりとともに地上へ転落した。","3","建設業","301","土木工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"14","1991","平成","3","1","13~14","山石砕石プラントの原石ビンに原石が詰まったため鉄棒でつついたところ、原石が抜け落ち鉄棒に当たり跳ねられ2.4m下のコンクリート床に墜落した。","1","製造業","109","窯業土石製品製造業","","","10~29","5","物質、材料","52","材料","","","6","激突され"
"15","1991","平成","3","1","9~10","工事現場へ向かうため山道を歩行中、足を滑らせ谷へ転落した。","3","建設業","301","土木工事業","","","10~29","7","環境等","71","環境等","","","1","墜落、転落"
"16","1991","平成","3","1","9~10","ドラグショベルを運転し、ブーム先端のアタッチメントに取付けられたフックにワイヤ掛けし、専用吊具により平板ブロック24枚を吊上げ旋回したところ、路肩から4m下の通路にドラグショベルとともに転落した。","3","建設業","301","土木工事業","","","1~9","1","動力機械","14","建設機械等","","","1","墜落、転落"
"17","1991","平成","3","1","10~11","鉄製棚(約400キログラム)をフォークリフトで軽トラックに載せる作業中、一旦載せた棚を地上に降ろそうとしてフォークリフトを後進させたところ、棚が倒れ背後にあったコンテナとの間に挟まれた。","1","製造業","113","一般機械器具製造業","","","30~49","2","物上げ装置、運搬機械","22","動力運搬機","","","6","激突され"
"18","1991","平成","3","1","13~14","工場敷地内において、台木を担いで運搬作業中、クレーンで移動中の防音壁(重さ700キログラム)に台木が引っかかり、台木と近くに積まれた鋼管柱に頭を挟まれた。","1","製造業","112","金属製品製造業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","6","激突され"
"19","1991","平成","3","1","13~14","プラント内において機械装置の設置作業を行っていたところ、他の労働者が行っていたアーク溶接の火花が飛び、防寒服の背部に着火、防寒服を焼き上半身に火傷を負った。","3","建設業","303","その他の建設業","","","1~9","3","その他の装置等","33","溶接装置","","","11","高温・低温の物との接触"
"20","1991","平成","3","1","13~14","チャタピラ式林内運搬車で玉切りした松材を搬出中、木材締付け用ワイヤロープが緩んだためゆっくり走行させながら荷台上で締め付け中、運搬車が斜面に乗り上げ横転し、下敷きになった。","6","農林業","601","農業","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","2","転倒"
