"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","1999","平成","11","1","5~6","自転車で新聞配達中、国道において乗用車に跳ねられた。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"2","1999","平成","11","1","18~19","当日の作業が終了し、会社の送迎用ワゴン車で帰路につき、自宅に着いたので降車しようと自分でドアーを開けて降りたときに着ていたコートがドアーに挟まり、運転者がこれに気付かずに車を発進させたため、引きずられて頭部が後輪に巻き込まれた。","14","接客娯楽業","1401","旅館業","140101","旅館業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"3","1999","平成","11","1","13~14","学校の増築工事現場において、解体した型枠の金具・桟木の片付けを外部足場上で行っていて墜落した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"4","1999","平成","11","1","9~10","屋外製品置場でコンクリート製のビル外壁板をブラシで水洗いするため、10t橋型クレーンで吊っていたときにフックを掛けたボルトが破断し、板が倒れてその下敷きになった。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","30~49","3","その他の装置等","37","用具","372","玉掛用具","4","飛来、落下"
"5","1999","平成","11","1","13~14","エチレンを製造するプラントにおいて、急冷熱交換とフラッシュドラムを結ぶ蒸気配管の漏洩箇所を補修するために保温解体作業の準備を行っていたところ、蒸気配管の漏洩箇所付近が突然破裂し、付近にいた労働者が打撲と火傷を受けた。","3","建設業","303","その他の建設業","30309","その他の建設業－その他","10~29","3","その他の装置等","39","その他の装置、設備","391","その他の装置、設備","15","破裂"
"6","1999","平成","11","1","13~14","埠頭において艀に石材の荷を積み込み、引き船で岸壁に曳航しているときに、艀の船長が見当たらなかったので捜索をしたところ、溺死していた。","5","貨物取扱業","502","港湾運送業","50202","港湾荷役業","1~9","2","物上げ装置、運搬機械","23","乗物","239","その他の乗物","10","おぼれ"
"7","1999","平成","11","1","21~22","市場の構内駐車場において、青果をトラックに積込む作業を手伝っていたときに、運転手がエンジンをかけたまま運転席を離れた際、積荷のキャベツの箱が荷崩れ仕掛けているのに気付いたので運転席とマストの間に立入って荷崩れを手で直そうとしたところ、身体がマスト起伏レバーに触れマストが起き上がり、その間に胸部を挟まれた。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","222","フォークリフト","7","はさまれ、巻き込まれ"
"8","1999","平成","11","1","2~3","ホテルで食器洗浄等の業務を終え従業員3名を会社の乗用車で同僚を送る途中、雪でスリップして大型トラックと正面衝突した。","14","接客娯楽業","1401","旅館業","140101","旅館業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"9","1999","平成","11","1","11~12","同僚運転の助手席に乗り、得意先の年始回りの途中、県道において前方に止まっていたトラックの後部に脇見運転により激突した。","8","商業","801","卸売業","80101","各種商品卸売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"10","1999","平成","11","1","11~12","橋補修工事でつり足場のチエーンを取付ける作業をが終わったので、橋に上がるためはしごを登り欄干を跨いでいたところ滑って川に墜落し溺死した。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","1","墜落、転落"
"11","1999","平成","11","1","8~9","山で10トンダンプトラックに土砂を積載し離れた道路拡幅工事現場へ運搬中、カーブで曲がりきれずにガードレールに激突、車体が左側に横倒しとなった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"12","1999","平成","11","1","8~9","雨漏り修繕の依頼を受けて、瓦をはがしていたときに、野地板を踏み抜いて約2.7m下のコンクリート土間に墜落した。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"13","1999","平成","11","1","11~12","工事に使用するパワーショベルを10tトラックに載せて現場に運んで来てトラックから降ろしていたときに、誤ってショベルとともに河川に転落し、ショベルの下敷きになった。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","10~29","1","動力機械","14","建設機械等","142","掘削用機械","1","墜落、転落"
"14","1999","平成","11","1","9~10","プラントから工事現場へコンクリートミキサー車を運転し走行中、センターラインを越え、対向の大型トラックと正面衝突した。","4","運輸交通業","403","道路貨物運送業","40309","その他の道路貨物運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"15","1999","平成","11","1","9~10","トラックの積み荷である米袋の荷卸を終えたのでトラックを50~60m移動し、運転席から降りようとしたときに、転落して、アスファルト地面に頭部を強打した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"16","1999","平成","11","1","1~2","タンクローリーが正門を出て市道を約12m進んだところで積雪のためスリップして立ち往生したのでショベルローダーで牽引するため、ワイヤーロープを掛けにいってバックしてきたタンクローリーとショベルローダーとの間に挟まれた。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"17","1999","平成","11","1","0~1","工場内にあるキュービクル式高圧受電設備の点検中、充電部分に触れ感電した。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","100~299","3","その他の装置等","35","電気設備","352","電力設備","13","感電"
"18","1999","平成","11","1","15~16","キューポラの定修に伴う炉床の解体作業で、底部より炉床砂の塊をピット内に落とすため、ワイヤーをかけてチェーンブロックにより引よせていたところ、同塊がピット内に落ちたためチェーンが振れて近くに吊られていたピットの蓋を跳ね上げ、ピット蓋と後方にあった鋼製のパイプとの間に胸部を挟まれた。","3","建設業","303","その他の建設業","30309","その他の建設業－その他","10~29","3","その他の装置等","36","人力機械工具等","361","人力クレーン等","6","激突され"
