"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","1998","平成","10","1","9~10","年賀状配達のため、オートバイ(90cc)で郵便局から10m程走行して、赤信号で停止していたところ乗用車に追突された。","11","通信業","","","","","1~9","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"2","1998","平成","10","1","13~14","一般道路を走行していて、交差点に差し掛かったとき、対向の乗用車が中央車線を越えて進入してきて、正面衝突した。","4","運輸交通業","402","道路旅客運送業","","","100~299","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"3","1998","平成","10","1","5~6","軽自動車を運転中、左カーブを曲がりきれずに路外へ逸脱し道路右側の電柱に衝突した。","8","商業","","","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"4","1998","平成","10","1","5~6","高速道路の路肩において故障車両をレッカー車に積み込むため、故障車の運転手と打ち合わせしていたところ、走ってきた大型トラックに激突された。","17","その他の事業","","","","","100~299","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"5","1998","平成","10","1","15~16","原石ホッパー建屋の改築作業で、屋根材(C型鋼、長さ約10m)8本を玉掛けし移動式クレーンで吊り上げたところ、屋根材2本が回転し、レベルセンサー取り付け中の被災者に激突、被災者は梁上でバランスを崩し約20m下のクラッシャー機械内に墜落した。","3","建設業","303","その他の建設業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","6","激突され"
"6","1998","平成","10","1","9~10","1000t機械プレスの改造に伴う電気配線工事において、プレス機の動作確認のため、スライド内に立ち入った際にインナーアダプタープレート(約3t)が落下し挟まれた。","3","建設業","303","その他の建設業","","","10~29","1","動力機械","15","金属加工用機械","","","7","はさまれ、巻き込まれ"
"7","1998","平成","10","1","14~15","通信ケーブルの点検・補修作業において、被災者は光ケーブル等の点検を行うため、電柱に登って被覆の状況などを確認していて墜落した。","3","建設業","303","その他の建設業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"8","1998","平成","10","1","9~10","国道の上り車線で右折のため待機中に大型トラックに追突され、反対車線に押し出された。その際、反対車線走行中のトレーラーと正面衝突し、さらに上り車線に押し戻され、再度大型トラックに追突された。","3","建設業","301","土木工事業","","","30~49","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"9","1998","平成","10","1","10~11","ブル・ドーザーの暖機運転(エンジンの暖まるのを待つ運転)を行おうとキャタピラ上でエンジンを起動させたところ、ギアが入っていたためブル・ドーザーが動きだして被災者は転落し轢かれた。","2","鉱業","202","土石採取業","","","30~49","1","動力機械","14","建設機械等","","","7","はさまれ、巻き込まれ"
"10","1998","平成","10","1","11~12","ドラグ・ショベルにて掘削した溝(長さ8.4m、幅1.1m、深さ1.74m)の中で作業中、布設した塩化ビニル管(直径250ミリメートル、長さ2m)に付着していた土砂(約1.8m3)が崩壊した。","3","建設業","301","土木工事業","","","1~9","7","環境等","71","環境等","","","5","崩壊、倒壊"
"11","1998","平成","10","1","15~16","線路上の除雪作業において、転てつ器に付着した氷雪の除去作業をしていたところ、貨物列車に触車した。","4","運輸交通業","401","鉄道・軌道・水運・航空業","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","18","交通事故（その他）"
"12","1998","平成","10","1","8~9","建物の外部枠組足場の3層目を解体で、解体された足場材を受け取り、片付ける作業を行う被災者が足場2層目に上がったときに足場コーナー部よりコンクリート面へ墜落した。","3","建設業","302","建築工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"13","1998","平成","10","1","11~12","2tトラックから足場材料を降ろしていたところ、運転手がトラックを後退させたため、歩道橋の橋脚との間にはさまれた。","3","建設業","301","土木工事業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","6","激突され"
"14","1998","平成","10","1","12~13","袋詰めされたガラス繊維の原料をホッパーに投入する作業の際に、幅60センチメートルの作業床の手摺のない部分から4.25m下に墜落した。","8","商業","","","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"15","1998","平成","10","1","13~14","フタコブラクダの移動させようとした際、フラコブラクダに襲われて倒れたところを踏みつけられた。","12","教育・研究業","","","","","30~49","7","環境等","71","環境等","","","6","激突され"
"16","1998","平成","10","1","8~9","織布のしわを伸ばして仕上げるロール機械の掃除のため、駆動させているロールを布を使用して汚れを落としていたところ、右手からロールに巻き込まれた。","1","製造業","102","繊維工業","","","100~299","1","動力機械","16","一般動力機械","","","7","はさまれ、巻き込まれ"
"17","1998","平成","10","1","15~16","コンクリート構造物の解体作業において、2階スラブ上で解体用アタッチメントを取り付けた建設機械による荷の吊り降ろし作業をしていたところ、建設機械のバランスが崩れ6.6m下に建設機械と共に転落した。","3","建設業","302","建築工事業","","","10~29","1","動力機械","14","建設機械等","","","1","墜落、転落"
"18","1998","平成","10","1","不明","既設の看板を撤去するため3人が高さ約12mの足場に上り、ボルトのガス溶断作業を行っていたところ、補助作業者が足場の最上段から地面へ墜落した。","3","建設業","301","土木工事業","","","50~99","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"19","1998","平成","10","1","1~2","青信号で発進した被災者車両に、被災者右手より信号無視で直進してきた車両が激突した。","4","運輸交通業","402","道路旅客運送業","","","50~99","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"20","1998","平成","10","1","4~5","原動機付自転車で新聞の配達中、車両と激突したと思われる。(ひき逃げの為推定)","8","商業","","","","","不明","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"21","1998","平成","10","1","5~6","大型トラック(10t)を運転して荷を搬送中、幅約6mの左カーブのガードロープを突き破って約9m下の湖に転落した。(道路は凍結し、周囲の積雪は約50センチメートル)","4","運輸交通業","403","道路貨物運送業","","","100~299","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"22","1998","平成","10","1","7~8","原付バイクで朝刊の配達途中、踏切を通過しようとしたときに路面が凍結していたためスリップして転倒したところに、準急電車が来て激突した。","8","商業","","","","","50~99","2","物上げ装置、運搬機械","23","乗物","","","2","転倒"
"23","1998","平成","10","1","9~10","金属の洗浄に用いる二槽式蒸気洗浄機の残液を取り除くためピット内に入り、底部の排液口から廃液の取り出し作業を行っていて有機溶剤(トリクロルエチレン)中毒で倒れた。","15","清掃・と畜業","","","","","1~9","5","物質、材料","51","危険物、有害物等","","","12","有害物等との接触"
"24","1998","平成","10","1","14~15","農業用水用の塩ビ管埋設工事で、深さ約2.7mの掘削内部で地下水排水用のポンプを設置していたときに掘削面が崩壊した。","3","建設業","301","土木工事業","","","1~9","7","環境等","71","環境等","","","5","崩壊、倒壊"
"25","1998","平成","10","1","17~18","浮きドック(長さ45m、幅32m)でケーソン(縦20m、横24m、高さ10m)の製作で、油圧ユニット(縦1.65m、横1.11m、高さ1.37m、重量約1.5t)を作業床に降ろした際、作業床が崩れ床と共に9.3m下のコンクリートに墜落した。","3","建設業","301","土木工事業","","","300~499","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"26","1998","平成","10","1","6~7","新聞配達を終え店に戻る途中、オートバイが片側一車線の直線道路で脇に駐車してあったトラックに衝突し、頭を強打した。","8","商業","","","","","50~99","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"27","1998","平成","10","1","8~9","ボイラー解体工事において、煙道の押込み通風ダクト解体のためホッパの状態を下見しようとして、ホッパ近くの作業床から14.7m下の地面に墜落した。","3","建設業","303","その他の建設業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
