"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2007","平成","19","3","17~18","被災者が一人で敷地内にある雪をトラクター・ショベルを使って除雪作業中、バケットと車体の間にはさまれた。","8","商業","802","小売業","80202","自動車小売業","1~9","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
"2","2007","平成","19","3","10~11","被災者は引越し荷物を積んだ4tウィング車で本社を出発し、交差点を右折したところ、対向してきた4tトラックと衝突し、車外に放り出され自車とガードレールの間にはさまれた。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"3","2007","平成","19","4","1~2","作業者が社有車である乗用車を運転し同僚3名を乗せ帰宅途中、T字路で右折したところ、反対車線を直進してきた乗用車に側面から衝突され、同乗者が死亡した。","5","貨物取扱業","501","陸上貨物取扱業","50101","陸上貨物取扱業","50~99","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"4","2007","平成","19","4","1~2","作業者が社有車である乗用車を運転し同僚3名を乗せ帰宅途中、T字路で右折したところ、反対車線を直進してきた乗用車に側面から衝突され、同乗者が死亡した。","5","貨物取扱業","501","陸上貨物取扱業","50101","陸上貨物取扱業","50~99","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"5","2007","平成","19","4","1~2","作業者が社有車である乗用車を運転し同僚3名を乗せ帰宅途中、T字路で右折したところ、反対車線を直進してきた乗用車に側面から衝突され、同乗者が死亡した。","5","貨物取扱業","501","陸上貨物取扱業","50101","陸上貨物取扱業","50~99","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"6","2007","平成","19","7","15~16","道路脇からボールが飛んできたため、運転者がブレーキを掛けたはずみで荷台に積んでいたタンクが進行方向に移動し、荷台に乗っていた被災者がタンクと荷台前部にはさまれた。","17","その他の事業","1702","その他の事業","170201","警備業","100~299","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","6","激突され"
"7","2007","平成","19","7","10~11","被災者はトラックの後部上方についているスモールランプを交換しようと高さ2.3mのうまに乗り作業していたところ、トラックが急に前進したためバランスを崩し墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","3","その他の装置等","37","用具","371","はしご等","1","墜落、転落"
"8","2007","平成","19","7","15~16","建築現場から回収した建築廃材を積載形トラッククレーンに積載して、自社のリサイクルセンターに向けて国道を走行中、交差点で信号待ちのため停車中のトレーラーに追突した。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"9","2007","平成","19","10","21~22","構内にあったコンテナをトレーラーに積み込むため、構内貨物取扱業者の作業者がフォークリフトを運転し同コンテナを持ち上げたところ、隣に置いてあった2段積みコンテナの上部の空のコンテナが落下し、積み込み予定の同コンテナに封印環を取り付けようとしていた被災者に激突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","100~299","6","荷","61","荷","611","荷姿の物","4","飛来、落下"
"10","2007","平成","19","8","9~10","携帯電話の無線基地局鉄塔のカラスの巣撤去作業にあたり、作業者3名で作業中、はしご道上で作業をしていた被災者が高さ約9.3mのはしご道から地上に墜落した。","3","建設業","303","その他の建設業","30301","電気通信工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"11","2007","平成","19","2","12~13","被災者は私用のため自家用車を運転中に胸に痛みを感じたため救急車により病院に搬送されたが死亡した。なお、被災者の死亡前1ヶ月の時間外労働時間は長時間であった。","1","製造業","113","一般機械器具製造業","11301","機械（精密機械を除く）器具製造業","1~9","9","その他","92","起因物なし","921","起因物なし","90","その他"
"12","2007","平成","19","8","21~22","国道上において、反対方向から走ってきたトラックが対向車線をはみ出したため、作業者が運転するトラックと正面衝突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"13","2007","平成","19","10","18~19","トンネル建設工事現場において、被災者ほか3名は仮設坑道の測量作業に従事していた。作業箇所付近にブレーカーが停車していたため、これを前方に移動させるべく被災者が運転を行ったところ、ブレーカーが側壁に接触しそうになったため他の作業者が被災者に注意をした。この際、被災者はキャビンから身を乗り出したが、キャビンが旋回したためキャビンと側壁の間にはさまれた。","2","鉱業","203","その他の鉱業","20309","その他の鉱業－その他","50~99","1","動力機械","14","建設機械等","145","解体用機械","7","はさまれ、巻き込まれ"
"14","2007","平成","19","3","13~14","木造2階建の事務所兼木工場において、2階の作業場にある机の下付近から煙が出ているのを発見し、作業者数名が消火器で火災を消そうとしたが、火の勢いが強くなり全員避難した。しかし、被災者だけが再度消火器を持って建物内部に入り、死亡した。","1","製造業","105","家具・装備品製造業","10503","建具製造業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","16","火災"
"15","2007","平成","19","7","10~11","被災者は農業用水路のゴミを取り除くため、所属事業場のライトバンで移動していた。交差点を横断したところ、交差路線を直進してきた飼料運搬用のローリー車が、ライトバンの助手席側に衝突し、助手席に座っていた被災者が死亡した。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","50~99","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
