"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名","年齢"
"1","2006","平成","18","1","0~1","店舗内で機械を使った魚のパック詰めに毎日従事し、片手で魚を載せたトレイを機械にのせ、パックされたものを他の手で下ろす作業を繰り返していたところ、パックされる前の魚を落とさない様に運ぼうと体の一部に力が入り、その箇所に最近、激痛が起こった。","8","商業","802","小売業","80209","その他の小売業","10~29","9","その他","91","その他の起因物","911","その他の起因物","19","動作の反動、無理な動作","45"
"2","2006","平成","18","1","1~2","発送作業場で荷詰まりした梱包物をコンベアから取り除いていた時、床に置いていた梱包物をまたぐ際、梱包物につまづきその勢いで結束機に足先を強打し、負傷した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","3","その他の装置等","39","その他の装置、設備","391","その他の装置、設備","3","激突","34"
"3","2006","平成","18","1","1~2","ホームでクールボックスを移動させている途中、体の向きをかえて確認をしようとしたところ、体の一部をボックスの下に挟んで負傷した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","100~299","6","荷","61","荷","611","荷姿の物","7","はさまれ、巻き込まれ","51"
"4","2006","平成","18","1","3~4","担当地区で新聞配達をしていた際に、凍結していた路面で足を滑らせ後方に転倒し、負傷した。","8","商業","802","小売業","80205","新聞販売業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","417","通路","2","転倒","73"
"5","2006","平成","18","1","3~4","自転車で新聞配達に行く途中、国道より細い坂道を上がり、左折しようとしたところ、道が凍っていてハンドルがふらつき、1m下の水田に自転車と一緒に転落負傷した。","8","商業","802","小売業","80205","新聞販売業","10~29","3","その他の装置等","36","人力機械工具等","362","人力運搬機","17","交通事故（道路）","78"
"6","2006","平成","18","1","4~5","徒歩で朝刊配達作業中、読者宅に新聞を入れて階段を降りる時、階段が雪のため凍結しており、滑ってバランスを崩し身体をかばおうとした際に負傷した。","8","商業","802","小売業","80205","新聞販売業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落","58"
"7","2006","平成","18","1","4~5","住宅へ朝刊配達し、階段を降りる時、足を踏み外し転倒し強打した。","8","商業","802","小売業","80205","新聞販売業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落","28"
"8","2006","平成","18","1","5~6","現場でオーロラビジョンを組立てのため、オーロラビジョンの裏の高さ1.5m位の足場から、足を滑らせ飛び降りる際に負傷した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落","35"
"9","2006","平成","18","1","5~6","携帯電話操作中の歩行者が、当方のオートバイの音に気付き、道の真中より回避行動に出たが、当方と同方に回避したため、電柱等で避けきれず、接触した。その際、歩行者の体の一部が、当方の体の一部に当り負傷した。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）","38"
"10","2006","平成","18","1","5~6","新聞を配達するため、歩いていて早朝で暗かったので段差があるのに気付かず踏み外し転倒してしまった。","8","商業","802","小売業","80205","新聞販売業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","417","通路","2","転倒","54"
