"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","1997","平成","9","1","11~12","事業場溝内において、フォークリフトで冷凍トラックに段ボール箱を積み込んでいたところ、トラックに衝突した。","4","運輸交通業","403","道路貨物運送業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","3","激突"
"2","1997","平成","9","1","8~9","スキー場の除雪機格納置場において、小型除雪機を後進させながら格納しようとしたところ、コンクリート上屋と除雪機の間に挟まれた。","4","運輸交通業","401","鉄道・軌道・水運・航空業","","","300~499","1","動力機械","14","建設機械等","","","7","はさまれ、巻き込まれ"
"3","1997","平成","9","1","11~12","郵便局の宿直室の2段ベッドのシーツを交換中、段上(高さ1.6m)より転落した。","15","清掃・と畜業","","","","","10~29","3","その他の装置等","39","その他の装置、設備","","","1","墜落、転落"
"4","1997","平成","9","1","8~9","原付バイクで清掃作業先に向かう途中、交差点で普通乗用車と衝突した。","15","清掃・と畜業","","","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"5","1997","平成","9","1","20~21","大学構内を巡回警備中、建物4階端の窓から路上に転落した。","17","その他の事業","","","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"6","1997","平成","9","1","7~8","3tトラックで県道を走行中、道路沿いの車庫から出てきた10tトラックに衝突した。","4","運輸交通業","403","道路貨物運送業","","","100~299","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"7","1997","平成","9","1","9~10","トラックで国道を走行中、右折待ち中の車に追突した。","1","製造業","101","食料品製造業","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"8","1997","平成","9","1","11~12","建物2階の窓拭き作業中、バランスを崩し7.5m下の床面に墜落した。","15","清掃・と畜業","","","","","50~99","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"9","1997","平成","9","1","11~12","山林内において、ジグザグ集材機(土場から伐採後の玉切り間伐材に沿って集材用ワイヤロープを張り、そのワイヤで間伐材を土場まで集材する)を設置中、ワイヤロープとそれを固定するため立木に取り付けられた花滑車の間に首を挟まれた。","6","農林業","601","農業","","","不明","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"10","1997","平成","9","1","15~16","水路(深さ108センチメートル)内で作業中、道路端に置かれたU字溝(約300キログラム)が落ちてきた。","3","建設業","301","土木工事業","","","1~9","1","動力機械","14","建設機械等","","","4","飛来、落下"
"11","1997","平成","9","1","18~19","作業終了後、事業内の浴場で入浴中、浴槽内で外傷性けいれんを起こし、溺水した。外傷性けいれんはH5/8/19工場内でクレーンを修理中高所から墜落したときの後遺症によるもの。","1","製造業","112","金属製品製造業","","","10~29","3","その他の装置等","39","その他の装置、設備","","","10","おぼれ"
"12","1997","平成","9","1","21~22","大型トラックで国道を走行中、カーブを曲がりきれずにガードレールを突き破り、約6.5m下の川に転落した。","4","運輸交通業","403","道路貨物運送業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"13","1997","平成","9","1","8~9","2tダンプカーで町道を走行中、交差点で3tトラックと出会い頭に衝突した。","3","建設業","301","土木工事業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"14","1997","平成","9","1","11~12","横切丸鋸盤で製材作業中、チッパー機入口部分に詰まっていた木片を鉄棒で取り除いていたところ、木片が外れた反動で鉄棒が前頭部に当たって後方へ倒れ、コンクリート床面で後頭部を強打した。","1","製造業","104","木材・木製品製造業","","","10~29","3","その他の装置等","36","人力機械工具等","","","19","動作の反動、無理な動作"
"15","1997","平成","9","1","13~14","タイルパネル製造ラインにおいて、スプレーガンでモルタル及びグラスファイバーを型枠に注入する作業を監視中、装置の不具合等を型枠台車に乗って確認していたところ転倒し、モルタルを注入するホッパーのフレームと台車の間に挟まれた。","1","製造業","109","窯業土石製品製造業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"16","1997","平成","9","1","15~16","軽トラックで走行中、信号停車中の大型トラックに追突した。","8","商業","","","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"17","1997","平成","9","1","17~18","乗用車で高速道路を走行中、雪でスリップして停車したところ、後続のトラックに激突された。","17","その他の事業","","","","","30~49","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"18","1997","平成","9","1","6~7","自転車で新聞配達中、自動車と衝突した。","8","商業","","","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"19","1997","平成","9","1","7~8","タイヤ搬送用リフターの搬器の下に落ちたタイヤを取り出そうとしたところ、リフターの全停止レバーに接触し、落下してきた搬器(約78キログラム)が激突した。","1","製造業","108","化学工業","","","500~999","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"20","1997","平成","9","1","8~9","穴(径5m、深さ6.2m)底に地上からバックホウのバケットを降ろし、底盤部の土砂を入れてバケットを上げていたところ、バックホウのオペレーターが操作を誤り、底盤部で整地作業をしていた被災者が、バケットと岩盤壁の間に挟まれた。","3","建設業","303","その他の建設業","","","10~29","1","動力機械","14","建設機械等","","","7","はさまれ、巻き込まれ"
"21","1997","平成","9","1","9~10","路上に横転したトラックを移動式クレーンで起こす作業中、吊り上げたトラックが道路標識に当たり、倒れた道路標識が被災者を直撃した。","4","運輸交通業","403","道路貨物運送業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","6","激突され"
"22","1997","平成","9","1","1~2","線路脇に標識の取り降し作業を500m間隔で行うため、モーターカーと積載用台車4両からなる車両で運搬移動中、先頭車両の台車に乗っていた被災者が線路上に転落し、後続の台車に巻き込まれた。","3","建設業","301","土木工事業","","","1~9","2","物上げ装置、運搬機械","23","乗物","","","18","交通事故（その他）"
"23","1997","平成","9","1","3~4","トラックで国道を走行中、信号待ち中のタンクローリーに追突した。","4","運輸交通業","403","道路貨物運送業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"24","1997","平成","9","1","4~5","10tトラックで高速道路を走行中、トレーラーに追突した。","4","運輸交通業","403","道路貨物運送業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
