"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2015","平成","27","9","0~1","鉄骨造2階建の工場増築工事現場において、アース・オーガーを使用し杭打作業を施工中、2m程ドリルを穿孔させた際、埋設物に当たった影響等で、ドリル上部のモーター部(自重約5.5t)を支えるスライド金物(通称:ダッコ)がレールから外れ、車体左方向にドリルと共に約20m落下した。その際、落下方向にて杭をトラックから荷降ろし中のトラッククレーン(最大吊上荷重25t)の運転席に居たオペレーターを直撃したもの。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","1","動力機械","14","建設機械等","143","基礎工事用機械","4","飛来、落下"
"2","2015","平成","27","5","13~14","リフトマンがフォークリフトに荷を積載し、鉄製の棚(幅:約5m、奥行き:約1m、高さ:約3m、重量:約400キログラム)の上部に置いてあるパレットをフォークで押したところ、当該棚が倒れ、倒れた位置でゴム成形作業を行っていた被災者の後頭部に激突し、被災したもの。","1","製造業","108","化学工業","10806","ゴム製品製造業","300~499","2","物上げ装置、運搬機械","22","動力運搬機","222","フォークリフト","6","激突され"
"3","2015","平成","27","3","0~1","被災者は、廃レンガの破砕作業において、破砕機から排出される破砕物に混入した鉄くず等を取り除く作業を行っていたところ、破砕機への投入を終え、別場所へ移動させようとしていたドラグ・ショベル(バケット容量0.7m3)に下半身を轢かれた。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","10~29","1","動力機械","14","建設機械等","142","掘削用機械","7","はさまれ、巻き込まれ"
"4","2015","平成","27","5","11~12","当該事業場の労働者である被災者が、事業場内において健診を実施していた際、胃がん検診のためバリウムを飲み透視撮影台に寝ていたところ、頭部が当該機械に挟まれたもの。","1","製造業","104","木材・木製品製造業","10409","その他の木材・木製品製造業","100~299","9","その他","99","分類不能","999","分類不能","7","はさまれ、巻き込まれ"
"5","2015","平成","27","10","14~15","開放検査が終わったタンク(内容量500kL)にヘキシルグリコール(安衛法非該当)を入れる作業中、同製品の品質を保つため窒素を注入し、酸素濃度を0.5%以下としていた。被災者は、12時30分ころ、タンク上部において一人で酸素濃度測定作業を行っていた。その後、被災者は、14時ころ、下部のマンホールを開け、内部でうつ伏せで意識不明で発見され、そのまま死亡が確認された。この作業は予定されていなかった。","5","貨物取扱業","502","港湾運送業","50202","港湾荷役業","10~29","7","環境等","71","環境等","714","異常環境等","12","有害物等との接触"
"6","2015","平成","27","4","16~17","高さ約3.4mのラックの上に乗って、パレットの上に乗せた荷をフォークリフトから作業者2人でラックの上にに敷いた平板の上に引っ張りこんだ後、ラックの上移動していた際に、バランスを崩してラックから墜落したもの。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","1","墜落、転落"
"7","2015","平成","27","3","7~8","公道において、トラックで運搬してきたコールドロールボックスの荷卸し作業を行っていた際に、1台のコールドロールボックスをトラックの荷台からテールゲートの上に移動させ、リモコン操作でテールゲートを下降させたところ、コールドロールボックスのキャスターのうち1輪が荷台の上に乗ったままの状態であったため、コールドロールボックスが傾いて倒れ、被災者がその下敷きになった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","6","荷","61","荷","611","荷姿の物","4","飛来、落下"
"8","2015","平成","27","8","13~14","観光目的の川下りの船頭をしていた被災者が、船尾から船首に移動するため船の左舷を移動していたところ川に転落した。被災者はしばらくの間泳いで船を追っていたが、途中で心筋梗塞を発症し、沈んだ。同僚が川に入って被災者を川から出し、心肺蘇生を試みたが、被災者は死亡した。","4","運輸交通業","401","鉄道・軌道・水運・航空業","40102","水運業","100~299","2","物上げ装置、運搬機械","23","乗物","239","その他の乗物","10","おぼれ"
"9","2015","平成","27","6","15~16","個人所有地の伐採作業現場において、胸高直径約38センチ、高さ約15メートルの杉を伐採する際、伐倒方向を制御するため、同僚労働者が木材グラップル機を使用し、つかみ装置を地上から約4.4メートルのところに添えながら、被災者がチェーンソーで伐木したところ、切断部が暴れ、根本付近が被災者に激突したもの。","3","建設業","301","土木工事業","30199","その他の土木工事業","10~29","7","環境等","71","環境等","712","立木等","6","激突され"
"10","2015","平成","27","3","0~1","荷主構内において、バルク車の上でセメントの積込み作業中に墜落し、心肺停止で病院に搬送され、3月27日に死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
