"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2011","平成","23","12","9~10","被災者は営業で社用車を運転中、直線の道路でスリップし、中央分離帯を乗り越え対向車線を走行していた大型トラックに衝突し、病院に搬送される途中で死亡したもの。被災者は単独で営業に行っていたもので、シートベルトをしていたかどうかは不明である。","8","商業","801","卸売業","80109","その他の卸売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"2","2011","平成","23","12","14~15","被災者は高所作業車(橋梁点検車)のバスケットに搭乗しながら、他の作業員と供に橋桁側部で吊足場の組立て作業に従事した。橋脚部が狭く、バスケットでの作業が困難であり、被災者のみ橋脚上部に乗り移り建地を取り付ける作業を行った。この後高所作業車のタイヤがスリップし、これを押すために他の作業員は被災者を橋脚上部に残したまま橋上へと移動したが何かが落ちたような音がし、橋脚下部で倒れている被災者を発見した。","3","建設業","301","土木工事業","30105","橋梁建設工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"3","2011","平成","23","11","20~21","被災者はタンクローリーを運転していたが、雪道でスリップし、いわゆるジャックナイフ型に道を塞いで停車したため、トラクタヘッドの後輪のタイヤにチェーンを装着しようとしていたところ、名寄から留萌方向に走行してきたタンクローリー車が追突し、死亡した。現場は長い直線の下り坂が左にカーブしたカーブの出口付近で、事故時はアイスバーンに粉雪が薄く積もっていていた。なお、両車のタンクは空だった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"4","2011","平成","23","11","9~10","当日の朝、自宅から事業場の車で午前9時から予定していた工事発注者との打ち合わせのため家を出た。途中11月上旬で終了した現場の様子を見に行ったと思われる。その後、町内の発注者事務所へ向かう途中、高速道路を支えるコンクリート壁に衝突し乗っていた車が炎上したもの。","3","建設業","301","土木工事業","30199","その他の土木工事業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"5","2011","平成","23","11","11~12","被災者はトレーラーを運転して会社を出発し、県内でみかんを積み込んで(24t積載牽引)、市場へ荷下ろすため、高速道路を走行していたところ、ジャンクションの左カーブの右側ガードレールに衝突して横転し死亡したもの。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"6","2011","平成","23","11","10~11","被災者は、荷主先工場のバラ出荷第2ゲートでバルク車(飼料運搬用タンクローリー)の荷台上に設置されている作業床(高さ3.28m、幅0.36m)に上がり、トウモロコシの飼料をバルク車に積み込んでいたところ墜落し、病院に救急車で搬送されたが25日に死亡したもの。ヘルメットは着用していたが、発見時は脱げていた。また、安全帯は装着していなかった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"7","2011","平成","23","11","15~16","被災者を含む3名は、ホタテ漁終了後の計量作業を終え、漁港内に係留してある漁船にかごを戻すため、自社トラック(最大積載量1.45t)の荷台に被災者と同僚1名を乗せて走行中(時速約10キロ)、被災者が荷台から転落し頭部を強打したもの。病院に搬送されたが11月23日に外傷性くも膜下出血により死亡した。トラックのあおりは全て下ろされており、保護帽は被っていたがあご紐をしていなかった。","7","畜産・水産業","702","水産業","70201","漁業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"8","2011","平成","23","11","8~9","町有林の間伐現場において、被災者はチェーンソーにより杉(人工林)の伐木作業を行っていた。午前8時50分ごろ、被災者の近くで作業をしていた同僚(班長)が、被災者の使用するチェーンソーの音などが聞こえなくなったため、様子を見に行ったところ、横向きの状態で胸高直径25.7センチメートルの杉の木の下敷きになっている被災者を発見した。搬送先の病院の診断によると即死であった。","6","農林業","602","林業","60209","その他の林業","10~29","7","環境等","71","環境等","712","立木等","6","激突され"
"9","2011","平成","23","11","22~23","浴場業を営む事業場内に住み込む被災者が11月1日午後10時頃から浴室清掃業務を始めた。事業場内で11月2日午前3時頃、事業場内に居住する代表者が浴室の電気がついていることを不審に思い浴室を見たところ、浴槽内に浮いている被災者を発見し119番通報したもの。検死の結果、死亡推定時刻11月1日午後11時頃、死因溺水とされたもの。","13","保健・衛生業","1303","その他の保健衛生業","130301","浴場業","10~29","3","その他の装置等","39","その他の装置、設備","391","その他の装置、設備","10","おぼれ"
"10","2011","平成","23","10","15~16","被災者は、午前中は工場内で鉄材の錆び取り等の軽作業を行い、午後からは同工場内で製作されたバイオディーゼル燃料タンク5台(内容量1.9KL)を塗装するため、屋外の塗装場に搬送する作業に従事していた。2台目の搬送作業中に午後3時の休憩時間(15分)となった。午後3時8分頃、搬送作業中のタンクの傍らで倒れているのを通りかかった同僚が発見したもの。災害時の目撃者はいない。","1","製造業","112","金属製品製造業","11209","その他の金属製品製造業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","417","通路","2","転倒"
"11","2011","平成","23","10","8~9","4階建ての一般共同住宅の屋上防水改修工事現場おいて、被災者が屋上南東側端部で、仕上げ用防水シートを屋上面に貼り付ける前作業として、屋上面に残っていた雨水を雑巾で拭いていたところ、誤って10.5m下に墜落したものである。","3","建設業","302","建築工事業","30209","その他の建築工事業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"12","2011","平成","23","10","3~4","被災者は、4トントラックで市内の荷主先に向けて走行しており、交差点で信号待ちのために停車していた時、後続車の10トントラックに追突された。被災者の運転する4トントラックは、交差点を越えて押し出され、フェンスに激突した。意識不明の重体となっていたが、平成23年10月26日、午後5時42分死亡。追突したトラックの運転手も軽傷を負った。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"13","2011","平成","23","10","3~4","被災者は工事現場での作業終了後、同僚が運転する会社所有のライトバンの助手席に同乗し、運転者の自宅に向かって国道を走行中、運転者が運転操作を誤り道路脇の電柱に衝突し被災した。被災者は病院に搬送されたが、翌日の午前9時35分に搬送先の病院で死亡、又、同僚の運転者も負傷し休業している。なお、被災者は同僚の自宅に到着後は同車両を自ら運転して自宅に帰る予定であった。","3","建設業","301","土木工事業","30105","橋梁建設工事業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"14","2011","平成","23","10","23~24","被災者は物流センターに所在する営業所から食品会社に向かうためトラックを運転していたが、その途中の経路上で停車したトラックの助手席側歩道付近でうつ伏せで倒れていた被災者を通りかかった近所の者が発見し、救急車で病院に搬送されたが死亡したもの。被災者の死因は急性心筋梗塞だった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","100~299","9","その他","92","起因物なし","921","起因物なし","90","その他"
"15","2011","平成","23","9","11~12","被災者は、ごみ焼却施設のプラットホームで、機械式ごみ収集車で運んできたごみを施設のごみピットに棄てる作業の補助として従事していた。テールゲートを上げた状態でピット内にごみを棄てた後、運転手が被災者から合図を受け、テールゲートを下げたところ、被災者の上半身がテールゲートとごみ収集車との間に挟まれた。そのため運転手がテールゲートを上げたところ被災者がごみピットに墜落し死亡したもの。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","7","はさまれ、巻き込まれ"
"16","2011","平成","23","9","5~6","被災者は、港の沖約400mの海上の漁船(サケの定置漁業を行うもの。総トン数17t)において、接近中の台風に備えて海上に設置されたサケの定置網を船倉に引き上げるため、左舷側の甲板上で定置網を回転するローラーに送り込む作業を行っていた際、左半身をローラーに挟まれて被災したもの。","7","畜産・水産業","702","水産業","70201","漁業","1~9","3","その他の装置等","39","その他の装置、設備","391","その他の装置、設備","7","はさまれ、巻き込まれ"
"17","2011","平成","23","9","13~14","被災者は他の作業員3名と共に事業主が運転するトラクターに牽引された馬鈴薯収穫機に乗り、馬鈴薯選別作業を行っていた。昼食後、事業主がトラクターに乗り、午後から収穫する場所へ移動しようとした時、被災者も畑に戻り、トラクターの進行方向と平行に収穫機の右側を歩いていた。その後少し遅れて事業主の妻が畑に戻ったところ、収穫機の後方で這っている被災者を発見し、病院に搬送したが多発外傷により死亡したもの。","6","農林業","601","農業","60101","農業","1~9","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"18","2011","平成","23","9","10~11","上記の災害発生場所で自社の船2隻でサケの定置網の点検作業を午前9時54分頃から開始、1チーム2名で2チームの4名が潜水し、午前10時15分頃に1名が浮上したが、被災者が浮上してこないことから潜って確認したところ、水深約9mの箇所で定置網に引っかかっている被災者を発見したが、意識がなく病院に搬送したが死亡した。被災者を発見した時のボンベ内の空気量は空であった。","7","畜産・水産業","702","水産業","70201","漁業","10~29","7","環境等","71","環境等","713","水","10","おぼれ"
"19","2011","平成","23","9","9~10","被災者は午前4時頃、港の事業場に出勤し、トラクターヘッド(牽引車のみ)を運転して、前の乗用車を追い越すため、右に車線変更したところ、中央分離帯に接触し、反動で道路左脇の沢地に転落した。(事故時は未牽引)被災者は3日後の9月18日に死亡。現場は直線で、路面は乾いていた。天候は晴れ。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"20","2011","平成","23","9","8~9","砂利採取場において、被災者はドラグショベル(機体重量15.38t)を運転して埋め戻しおよび転圧作業を行っていた。砂利を降ろしにきたダンプ運転手の同僚が、転圧作業をしていたドラグショベルが2m下の雨水が貯まってできた池(水深1m)に横転しているのを発見した。ドラグショベルは運転席まで水に浸かっていたが、死因は圧死によるものだった。","2","鉱業","202","土石採取業","20202","砂利採取業","10~29","1","動力機械","14","建設機械等","142","掘削用機械","1","墜落、転落"
