https://www.sacl.or.jp/case/disaster/1135	0122_4.jpg	はさまれ・巻き込まれ	高所作業車のバケット手摺と天井クレーンレールの間に腰をはさまれた
https://www.sacl.or.jp/case/disaster/1212	0128_4.jpg	墜落・転落	走行中のトラック接触の反動で作業者がバケットから転落した
https://www.sacl.or.jp/case/disaster/1223	0135_4.jpg	はさまれ・巻き込まれ	橋梁下を移動中、高架橋の梁と操作盤の間にはさまれた
https://www.sacl.or.jp/case/disaster/1227	0140_4.jpg	墜落・転落	梁上へ移動中に足を滑らせバケットから墜落した
https://www.sacl.or.jp/case/disaster/1231	0144_4.jpg	墜落・転落	作業床の手すりから上半身を出し過ぎて墜落した
https://www.sacl.or.jp/case/disaster/1235	0148_4.jpg	転倒	アウトリガ格納で車体が塀側に傾き作業者が車体と塀の間に挟まれた
https://www.sacl.or.jp/case/disaster/1239	0153_4.jpg	はさまれ・巻き込まれ	作業床上昇中に操作盤フレームと天井の間に胸部をはさまれた
https://www.sacl.or.jp/case/disaster/1243	0161_4.jpg	はさまれ・巻き込まれ	傾斜地で車両が逸走しガードレールとの間にはさまれた
https://www.sacl.or.jp/case/disaster/1247	0167_4.jpg	はさまれ・巻き込まれ	傾斜地で車両が後進し後部と土留めブロックの間に挟まれた
https://www.sacl.or.jp/case/disaster/1251	0179_4.jpg	墜落・転落	坂上のミキサー車が作業車に激突しバスケットから墜落した
https://www.sacl.or.jp/case/disaster/1257	0181_4.jpg	墜落・転落	バスケットからコンテナへ乗り移る際に約3m下へ落下した
https://www.sacl.or.jp/case/disaster/1261	0183_4.jpg	墜落・転落	海上ブイへ乗り移ろうとしバスケット旋回でバランスを崩し墜落した
https://www.sacl.or.jp/case/disaster/1265	awp0013_4.jpg	転倒	傾斜地で左旋回しバランスを崩して車両が転倒した
https://www.sacl.or.jp/case/disaster/1270	awp0014_4.jpg	墜落・転落	トラックが電線を引掛け作業者が約8.6m下へ墜落した
https://www.sacl.or.jp/case/disaster/1274	awp0015_4.jpg	墜落・転落	バスケット手すりに乗り作業中バランスを崩し約10m下へ墜落した
https://www.sacl.or.jp/case/disaster/1278	awp0017_4.jpg	墜落・転落	トラックがカゴに接触し作業員が路上へ墜落した
https://www.sacl.or.jp/case/disaster/1282	awp0018_4.jpg	墜落・転落	街路樹作業中に作業床が揺れ約12m下の地上へ墜落した
https://www.sacl.or.jp/case/disaster/3256	246_2_2.jpg	墜落・転落	外壁修繕中に作業床が建物に接触しバランスを崩し約20m墜落した
https://www.sacl.or.jp/case/disaster/4043	04.jpg	はさまれ・巻き込まれ	傾斜地で車両が前進し運転者が車両と電柱の間に挟まれた
https://www.sacl.or.jp/case/disaster/5340	02-02-12.jpg	はさまれ・巻き込まれ	作業床上昇でトンネル天端と手すりの間に頭部をはさまれた
https://www.sacl.or.jp/case/disaster/5954	02-02-15.jpg	感電	バスケットが66kV送電線に接触し作業者2名が感電した
https://www.sacl.or.jp/case/disaster/6673	02-02-19.jpg	はさまれ・巻き込まれ	傾斜地で車両が逸走しブロック塀との間に作業者が挟まれた
https://www.sacl.or.jp/case/disaster/7409	02-02-26.jpg	転倒	高所作業車がバランスを崩し2名がバスケットから投げ出された
